,id_card
12137,1501986
12138,446876
12139,465168
12140,935597
12141,106066
12142,422648
12143,1510367
12144,1413442
12145,820830
12146,50355
12147,683391
12148,479956
12149,1645893
12150,936404
12151,162259
12152,640696
12153,1488905
12154,573515
12155,1349845
12156,857116
12157,56963
12158,1322831
12159,1745797
12160,653581
12161,972039
12162,1381346
12163,1349785
12164,541435
12165,1369181
12166,843456
12167,186819
12168,715300
12169,1196410
12170,145953
12171,694192
12172,493863
12173,151876
12174,533414
12175,176138
12176,422616
12177,424473
12178,1518898
12179,111092
12180,534754
12181,763857
12182,1412983
12183,715484
12184,1564855
12185,856928
12186,907566
12187,850822
12188,479871
12189,1710713
12190,1020257
12191,610208
12192,791631
12193,26106
12194,1669910
12195,595810
12196,1480650
12197,1396767
12198,23263
12199,118400
12200,411829
12201,944769
12202,92696
12203,127816
12204,915055
12205,1344041
12206,981746
12207,382065
12208,1051328
12209,145051
12210,1388884
12211,1243163
12212,467166
12213,810886
12214,1332864
12215,703159
12216,948720
12217,1581147
12218,434846
12219,709338
12220,1401818
12221,774170
12222,157444
12223,1667211
12224,9301
12225,1251401
12226,1663307
12227,983820
12228,1235342
12229,264856
12230,1401187
12231,580433
12232,593465
12233,436254
12234,1462582
12235,491253
12236,593481
12237,1560982
12238,1700461
12239,1298489
12240,620119
12241,703523
12242,156356
12243,389989
12244,1392283
12245,1585160
12246,1730501
12247,1111817
12248,205210
12249,48747
12250,1163555
12251,1337052
12252,1432319
12253,174553
12254,1055256
12255,1498063
12256,1700495
12257,1227788
12258,1235006
12259,1434466
12260,730103
12261,835841
12262,580196
12263,649082
12264,1853748
12265,747221
12266,1109966
12267,1666806
12268,92432
12269,810320
12270,1340908
12271,295541
12272,1388307
12273,117819
12274,1658299
12275,1344492
12276,814265
12277,1225706
12278,983605
12279,808749
12280,240674
12281,209786
12282,1633686
12283,1461773
12284,1119166
12285,1403125
12286,511923
12287,1801273
12288,35796
12289,190603
12290,266960
12291,1292274
12292,1393235
12293,836227
12294,141223
12295,287322
12296,149998
12297,175306
12298,64660
12299,1102733
12300,1396553
12301,298256
12302,421969
12303,1251487
12304,836039
12305,1706837
12306,278946
12307,280107
12308,1438435
12309,1633659
12310,595964
12311,1361224
12312,156804
12313,1251942
12314,1118743
12315,1226267
12316,386173
12317,1118921
12318,779712
12319,463266
12320,1612509
12321,203036
12322,810503
12323,1242609
12324,1048003
12325,1236355
12326,1226019
12327,874911
12328,1704468
12329,333457
12330,16448
12331,463500
12332,912778
12333,1496305
12334,392955
12335,869091
12336,1336203
12337,450274
12338,435098
12339,1342186
12340,629526
12341,947163
12342,165429
12343,544066
12344,1614154
12345,1005512
12346,369632
12347,946344
12348,1172331
12349,132909
12350,1232361
12351,595312
12352,1293832
12353,867660
12354,1766353
12355,1497717
12356,35236
12357,307021
12358,16663
12359,879044
12360,1398580
12361,237925
12362,1045845
12363,1172715
12364,1229510
12365,363330
12366,63950
12367,208608
12368,1103477
12369,577774
12370,1800390
12371,260047
12372,1231590
12373,466318
12374,878425
12375,868496
12376,593998
12377,730951
12378,1536794
12379,252937
12380,342
12381,237678
12382,396579
12383,1083138
12384,1246616
12385,1053122
12386,29486
12387,117504
12388,287743
12389,1231607
12390,1362195
12391,1165384
12392,914001
12393,1361860
12394,254676
12395,306114
12396,1391249
12397,1053779
12398,495554
12399,1114256
12400,686474
12401,1103907
12402,312838
12403,192235
12404,1343464
12405,166025
12406,1662347
12407,912789
12408,192126
12409,1529316
12410,1334002
12411,109115
12412,984991
12413,1334191
12414,1400764
12415,1528669
12416,750998
12417,225445
12418,947781
12419,1389665
12420,224854
12421,551720
12422,981477
12423,274345
12424,948037
12425,686333
12426,1333948
12427,375039
12428,57531
12429,605795
12430,270763
12431,224778
12432,1562032
12433,606871
12434,17829
12435,966999
12436,1436728
12437,1609859
12438,1052197
12439,650407
12440,621309
12441,1391742
12442,378451
12443,1432916
12444,1300309
12445,426915
12446,490438
12447,1233099
12448,1561826
12449,1398312
12450,415059
12451,1614244
12452,1116020
12453,463391
12454,1113283
12455,730468
12456,475380
12457,1468794
12458,1299016
12459,1103731
12460,306195
12461,1750117
12462,1517598
12463,17796
12464,1389821
12465,1469455
12466,124179
12467,650104
12468,593611
12469,605882
12470,205669
12471,1585447
12472,274219
12473,1857389
12474,1657798
12475,1048441
12476,864553
12477,205850
12478,1301951
12479,1363653
12480,1729070
12481,42555
12482,1108852
12483,1175800
12484,1241247
12485,483875
12486,775111
12487,1108739
12488,1107030
12489,1467866
12490,82682
12491,42547
12492,552191
12493,1467229
12494,1541829
12495,1120073
12496,681040
12497,96561
12498,620481
12499,1224064
12500,1599241
12501,356179
12502,1857296
12503,769700
12504,8530
12505,748960
12506,1331169
12507,1167674
12508,1360796
12509,1331129
12510,1237781
12511,620523
12512,1297415
12513,864595
12514,690262
12515,873494
12516,943889
12517,1784912
12518,953855
12519,676090
12520,641420
12521,1077967
12522,267191
12523,404524
12524,967581
12525,1460495
12526,320519
12527,1657297
12528,1168341
12529,1530040
12530,1394492
12531,1387090
12532,863567
12533,297719
12534,307530
12535,148463
12536,1499012
12537,1120806
12538,872369
12539,313428
12540,4941
12541,1543362
12542,155657
12543,110352
12544,1330407
12545,604988
12546,537274
12547,1340332
12548,943391
12549,641432
12550,545197
12551,103068
12552,1081163
12553,516822
12554,1239064
12555,1665025
12556,415471
12557,453527
12558,1224259
12559,222225
12560,1167558
12561,1056492
12562,1907927
12563,1435786
12564,1167325
12565,1106667
12566,1528273
12567,491369
12568,1521653
12569,694751
12570,1253144
12571,141924
12572,286258
12573,407520
12574,518410
12575,1431367
12576,1102496
12577,338475
12578,869403
12579,436388
12580,1565519
12581,1024200
12582,1433741
12583,388184
12584,973790
12585,1069204
12586,60465
12587,109010
12588,653562
12589,191790
12590,1694868
12591,492655
12592,384854
12593,1817743
12594,728875
12595,678269
12596,253224
12597,456673
12598,850164
12599,1148566
12600,1137246
12601,1168520
12602,499954
12603,844987
12604,282931
12605,762362
12606,67855
12607,902086
12608,298670
12609,20606
12610,373754
12611,844873
12612,357426
12613,1391582
12614,1319608
12615,187683
12616,382962
12617,17245
12618,302186
12619,1626402
12620,1107926
12621,599237
12622,1282006
12623,1599087
12624,1684339
12625,260558
12626,496257
12627,196220
12628,1315759
12629,462231
12630,795139
12631,86718
12632,1136938
12633,649784
12634,1661980
12635,723179
12636,1374270
12637,204747
12638,70936
12639,435850
12640,398989
12641,1436913
12642,166744
12643,290367
12644,49025
12645,1339646
12646,1842558
12647,876566
12648,1185047
12649,1627875
12650,1238672
12651,1451560
12652,1627890
12653,674793
12654,174717
12655,361313
12656,488048
12657,138855
12658,822848
12659,1137843
12660,1685311
12661,694013
12662,1192014
12663,464945
12664,56809
12665,1732991
12666,231859
12667,777505
12668,242835
12669,304510
12670,312898
12671,1138362
12672,1295361
12673,1816361
12674,711364
12675,809732
12676,1688594
12677,1421676
12678,964749
12679,895741
12680,1712078
12681,755590
12682,607310
12683,1648590
12684,31900
12685,598938
12686,1495786
12687,487363
12688,440183
12689,906011
12690,1391881
12691,337278
12692,1165852
12693,156248
12694,1512588
12695,534555
12696,409907
12697,587201
12698,854775
12699,152542
12700,106430
12701,587294
12702,1233407
12703,206499
12704,567103
12705,1662207
12706,1297338
12707,960349
12708,1485659
12709,154525
12710,1451714
12711,338493
12712,411175
12713,215640
12714,1416022
12715,1694749
12716,738560
12717,544509
12718,310053
12719,854183
12720,292392
12721,471659
12722,80660
12723,36914
12724,5627
12725,194630
12726,161874
12727,1554576
12728,1279868
12729,536396
12730,993821
12731,1104815
12732,408617
12733,1053167
12734,1640350
12735,126484
12736,130547
12737,1065160
12738,1422659
12739,372574
12740,1716952
12741,133637
12742,598514
12743,772629
12744,1190626
12745,413994
12746,1053120
12747,549760
12748,50096
12749,821644
12750,1568669
12751,1134519
12752,470417
12753,1134417
12754,1014937
12755,1154381
12756,1372288
12757,1268115
12758,173090
12759,750372
12760,1434844
12761,704755
12762,425095
12763,1147876
12764,715726
12765,1544929
12766,1579787
12767,180997
12768,1107790
12769,121949
12770,364832
12771,1433327
12772,1294325
12773,343219
12774,138742
12775,368221
12776,794191
12777,1683040
12778,89369
12779,1803726
12780,1154516
12781,602079
12782,1154470
12783,962054
12784,6975
12785,1453710
12786,534668
12787,407014
12788,35391
12789,1782806
12790,1246646
12791,950576
12792,1423834
12793,1134120
12794,1595780
12795,1019990
12796,1898672
12797,108987
12798,232361
12799,970281
12800,1315704
12801,1268886
12802,350097
12803,86745
12804,549744
12805,698420
12806,1824596
12807,1148364
12808,232530
12809,227849
12810,1568871
12811,924410
12812,632908
12813,1649496
12814,595330
12815,877392
12816,373029
12817,78745
12818,1245900
12819,394741
12820,71111
12821,876467
12822,1232460
12823,1184241
12824,56876
12825,854850
12826,1603243
12827,564107
12828,589762
12829,81609
12830,1488069
12831,616887
12832,993679
12833,136600
12834,1183988
12835,126397
12836,161729
12837,1437082
12838,902760
12839,1135075
12840,1090277
12841,120869
12842,66894
12843,877680
12844,384354
12845,1024042
12846,1150988
12847,639860
12848,1239634
12849,275774
12850,240127
12851,556825
12852,1001680
12853,1285256
12854,1183792
12855,111637
12856,720893
12857,23921
12858,1135491
12859,552141
12860,258397
12861,1268753
12862,707000
12863,1312562
12864,124952
12865,838313
12866,1744416
12867,1714542
12868,36870
12869,1114021
12870,1717191
12871,951713
12872,1827964
12873,1377074
12874,146603
12875,17463
12876,217856
12877,1310197
12878,1093169
12879,1316008
12880,1106118
12881,1523049
12882,1072350
12883,353299
12884,786750
12885,810962
12886,1186734
12887,1275255
12888,611775
12889,1445677
12890,742329
12891,261530
12892,483349
12893,578634
12894,835984
12895,1356425
12896,706353
12897,825594
12898,1503490
12899,1187010
12900,1364143
12901,599681
12902,758750
12903,32482
12904,258795
12905,1145405
12906,40329
12907,1592341
12908,613422
12909,1755680
12910,477032
12911,774982
12912,395195
12913,1273327
12914,321526
12915,1604733
12916,1000689
12917,122318
12918,1444601
12919,28384
12920,1151949
12921,678150
12922,139165
12923,441339
12924,152926
12925,1466854
12926,1664170
12927,80136
12928,958866
12929,1111454
12930,897946
12931,711512
12932,45803
12933,1183197
12934,1186575
12935,981761
12936,41245
12937,302892
12938,1353185
12939,1353271
12940,11392
12941,1790368
12942,99769
12943,948431
12944,31532
12945,73528
12946,390552
12947,1799737
12948,243251
12949,1282510
12950,283910
12951,1467041
12952,1197143
12953,991729
12954,1034118
12955,1449385
12956,600328
12957,1624058
12958,1150202
12959,1523991
12960,776847
12961,69584
12962,760104
12963,1555030
12964,1466446
12965,1376504
12966,904297
12967,1354391
12968,177030
12969,1517065
12970,1187625
12971,1664035
12972,1664059
12973,904350
12974,898799
12975,239026
12976,1274750
12977,1150230
12978,533611
12979,1870779
12980,258810
12981,739818
12982,1017669
12983,929401
12984,760148
12985,1372034
12986,1069748
12987,159366
12988,875220
12989,608128
12990,569833
12991,677708
12992,1434967
12993,1310336
12994,61978
12995,871238
12996,141287
12997,1376764
12998,993251
12999,600486
13000,972474
13001,224611
13002,467101
13003,1236016
13004,1356447
13005,787273
13006,570985
13007,358680
13008,1034162
13009,30008
13010,21299
13011,631453
13012,685003
13013,19527
13014,29746
13015,801036
13016,1641972
13017,981896
13018,695380
13019,159379
13020,1169827
13021,852304
13022,1185995
13023,313295
13024,849149
13025,1435554
13026,115589
13027,451344
13028,99216
13029,1192480
13030,1539130
13031,870011
13032,1139001
13033,991409
13034,390697
13035,10730
13036,1840490
13037,500919
13038,87078
13039,1840521
13040,1843969
13041,1434507
13042,1580739
13043,1611911
13044,876036
13045,756524
13046,43085
13047,1465679
13048,136751
13049,1185538
13050,1522961
13051,1007744
13052,932495
13053,40075
13054,500450
13055,1828670
13056,372502
13057,283195
13058,1467404
13059,1196318
13060,948079
13061,1434197
13062,229709
13063,1447207
13064,56030
13065,1070660
13066,94062
13067,1018977
13068,1067004
13069,1502714
13070,50690
13071,1298826
13072,1094346
13073,627328
13074,122085
13075,450971
13076,198328
13077,1080988
13078,472864
13079,1105688
13080,749000
13081,698358
13082,688672
13083,62143
13084,620781
13085,188535
13086,1313419
13087,1200980
13088,1806265
13089,598161
13090,309075
13091,154185
13092,590143
13093,529741
13094,1298791
13095,598218
13096,1561018
13097,875983
13098,367681
13099,1023710
13100,983896
13101,249316
13102,166173
13103,270714
13104,1816661
13105,562230
13106,1834424
13107,1152114
13108,1666
13109,1277933
13110,1417591
13111,990742
13112,1392426
13113,1193180
13114,927011
13115,1603807
13116,554445
13117,67715
13118,8849
13119,424752
13120,623774
13121,1364179
13122,46157
13123,1598996
13124,187290
13125,1139704
13126,1193337
13127,1704607
13128,823762
13129,1583513
13130,606983
13131,1594040
13132,1690255
13133,1362722
13134,703092
13135,1507971
13136,291842
13137,928809
13138,28430
13139,1199898
13140,1533766
13141,1421279
13142,1644501
13143,775097
13144,1284054
13145,384353
13146,1465767
13147,248724
13148,1139338
13149,875949
13150,646225
13151,160142
13152,823464
13153,688482
13154,1237969
13155,46205
13156,407222
13157,1073670
13158,538865
13159,1834617
13160,284938
13161,488871
13162,1686687
13163,729220
13164,195743
13165,932359
13166,509909
13167,1284004
13168,852865
13169,1143717
13170,1303168
13171,480643
13172,603609
13173,30397
13174,1344296
13175,770678
13176,968226
13177,385942
13178,1461996
13179,450444
13180,409558
13181,34009
13182,49746
13183,1289315
13184,582267
13185,1102786
13186,734871
13187,865506
13188,251060
13189,1438448
13190,1078450
13191,603708
13192,1259950
13193,520307
13194,629187
13195,1012412
13196,58521
13197,193781
13198,1022631
13199,1365983
13200,3969
13201,1367936
13202,1326159
13203,241676
13204,630651
13205,1783995
13206,175815
13207,1127306
13208,1326377
13209,368759
13210,592159
13211,1098972
13212,193736
13213,25224
13214,1853730
13215,912042
13216,1179330
13217,1293072
13218,510911
13219,92436
13220,1509086
13221,1258944
13222,886515
13223,327332
13224,341973
13225,596018
13226,886442
13227,460264
13228,987520
13229,612978
13230,1672963
13231,535709
13232,814350
13233,164651
13234,1438701
13235,1217835
13236,363516
13237,1125318
13238,507504
13239,734573
13240,390056
13241,1784244
13242,976799
13243,1009724
13244,1490599
13245,1126168
13246,1654594
13247,1158409
13248,15848
13249,782166
13250,430243
13251,839757
13252,1585801
13253,1601155
13254,1384526
13255,886753
13256,633975
13257,494420
13258,817498
13259,1853359
13260,221557
13261,1359166
13262,1021106
13263,622542
13264,328630
13265,1039902
13266,1039941
13267,178470
13268,918781
13269,818812
13270,366787
13271,1086941
13272,1629657
13273,732168
13274,1653453
13275,818801
13276,247288
13277,888650
13278,59854
13279,922411
13280,1301180
13281,1103239
13282,357306
13283,1619334
13284,138037
13285,558740
13286,1128054
13287,1785663
13288,425816
13289,194015
13290,1515427
13291,922635
13292,293700
13293,250724
13294,193985
13295,879920
13296,1062151
13297,662197
13298,1333708
13299,714766
13300,1389399
13301,998312
13302,293786
13303,1261961
13304,1213737
13305,535076
13306,793655
13307,1128732
13308,104480
13309,650577
13310,1737897
13311,523417
13312,994440
13313,203301
13314,1678536
13315,1819163
13316,888149
13317,1408937
13318,203287
13319,1408930
13320,1347925
13321,408074
13322,1408881
13323,1078639
13324,271332
13325,918851
13326,350584
13327,1012852
13328,305847
13329,813868
13330,1076399
13331,1508979
13332,1251145
13333,92719
13334,1325286
13335,425785
13336,222771
13337,1261179
13338,1305439
13339,182480
13340,1128535
13341,44320
13342,1128526
13343,1076395
13344,281618
13345,226858
13346,396629
13347,482194
13348,1471974
13349,1174464
13350,985379
13351,476158
13352,427687
13353,565050
13354,1217899
13355,920912
13356,1430591
13357,255770
13358,140324
13359,1010834
13360,1387643
13361,202668
13362,1546588
13363,1674191
13364,294846
13365,1058370
13366,1674278
13367,1329208
13368,1404447
13369,1459969
13370,638368
13371,1366965
13372,1657441
13373,1797330
13374,699340
13375,604537
13376,1291935
13377,671950
13378,168940
13379,155445
13380,1004458
13381,112891
13382,1387725
13383,1404094
13384,986152
13385,523790
13386,1404106
13387,119617
13388,1026742
13389,63178
13390,1727644
13391,1498847
13392,1328927
13393,1056950
13394,342295
13395,1004418
13396,1459718
13397,816186
13398,1303836
13399,864156
13400,76342
13401,1674308
13402,682
13403,1386751
13404,978360
13405,1254879
13406,1520963
13407,320460
13408,1255501
13409,1010714
13410,1121159
13411,179173
13412,1121491
13413,1405088
13414,481516
13415,920272
13416,332046
13417,1176405
13418,662
13419,1637376
13420,780674
13421,1254520
13422,733393
13423,1010765
13424,1221084
13425,1366853
13426,733459
13427,116977
13428,323343
13429,840779
13430,1514786
13431,1161187
13432,666275
13433,427381
13434,642
13435,1631397
13436,235882
13437,1656516
13438,1161074
13439,1254299
13440,708661
13441,551488
13442,1120779
13443,442111
13444,921098
13445,797535
13446,1327621
13447,941099
13448,221699
13449,360224
13450,679509
13451,1537144
13452,1506839
13453,1708909
13454,1301878
13455,363772
13456,9697
13457,590
13458,1491155
13459,1257728
13460,793444
13461,1439072
13462,671532
13463,1026674
13464,1218974
13465,82338
13466,361635
13467,119219
13468,690119
13469,955090
13470,30799
13471,225758
13472,699548
13473,281089
13474,235183
13475,1575455
13476,163657
13477,251307
13478,1797784
13479,726540
13480,373397
13481,1021396
13482,332177
13483,1178597
13484,183916
13485,354597
13486,157955
13487,1289743
13488,469042
13489,1403358
13490,434281
13491,535616
13492,792718
13493,387861
13494,460102
13495,311633
13496,1387876
13497,72508
13498,1673782
13499,141964
13500,995110
13501,1256949
13502,119661
13503,1673804
13504,47731
13505,1385858
13506,1637908
13507,434630
13508,864497
13509,53282
13510,1699037
13511,446553
13512,1617555
13513,494940
13514,559304
13515,183672
13516,805722
13517,12257
13518,444858
13519,941576
13520,682601
13521,119268
13522,1219146
13523,25841
13524,594
13525,1328545
13526,699436
13527,1747041
13528,1219266
13529,531189
13530,327453
13531,986041
13532,38341
13533,63469
13534,1652903
13535,410948
13536,486436
13537,1639969
13538,1501400
13539,532210
13540,678950
13541,764730
13542,1063252
13543,1210875
13544,651546
13545,812772
13546,1785902
13547,722487
13548,1705863
13549,419948
13550,1442944
13551,1791917
13552,420079
13553,204243
13554,936955
13555,1172281
13556,1334692
13557,619609
13558,1342655
13559,838988
13560,505148
13561,913213
13562,220873
13563,395093
13564,1473090
13565,670724
13566,142812
13567,78106
13568,625033
13569,139552
13570,107124
13571,1181515
13572,1710279
13573,744290
13574,424492
13575,1211313
13576,346613
13577,457288
13578,465355
13579,1181616
13580,1211064
13581,1410758
13582,1097721
13583,48319
13584,346078
13585,285272
13586,1380776
13587,1613847
13588,484893
13589,289299
13590,1131041
13591,538011
13592,937210
13593,20269
13594,1380808
13595,804272
13596,597319
13597,233187
13598,1800515
13599,1173268
13600,1830915
13601,1300514
13602,577218
13603,1437429
13604,421863
13605,1323351
13606,1349986
13607,1132251
13608,65130
13609,185166
13610,1437502
13611,672459
13612,1400253
13613,95815
13614,1589622
13615,43601
13616,438251
13617,952585
13618,553265
13619,89841
13620,687776
13621,425912
13622,140670
13623,113541
13624,1601879
13625,771949
13626,867871
13627,1705937
13628,233321
13629,812590
13630,1286650
13631,343579
13632,636739
13633,322677
13634,1115715
13635,812592
13636,1025790
13637,322672
13638,246599
13639,1589516
13640,1488876
13641,95837
13642,433694
13643,110945
13644,994018
13645,145900
13646,107061
13647,1710418
13648,1860811
13649,46909
13650,458353
13651,1381633
13652,707456
13653,691949
13654,1335435
13655,532105
13656,1411739
13657,1614092
13658,1115583
13659,447841
13660,670739
13661,1103925
13662,486779
13663,11845
13664,1038255
13665,268896
13666,820073
13667,778362
13668,110980
13669,1248676
13670,1472870
13671,879061
13672,448453
13673,21996
13674,937140
13675,645528
13676,952253
13677,233025
13678,560746
13679,908416
13680,175988
13681,1207724
13682,1600082
13683,1596386
13684,1306966
13685,889973
13686,858745
13687,1369703
13688,1350846
13689,21057
13690,1097844
13691,16726
13692,28726
13693,354429
13694,856216
13695,890006
13696,73253
13697,1267330
13698,1053526
13699,1659692
13700,1803632
13701,858609
13702,1783623
13703,48511
13704,1181246
13705,116287
13706,484588
13707,1659707
13708,935666
13709,889638
13710,384266
13711,118750
13712,1228776
13713,1501074
13714,1531245
13715,1088092
13716,358535
13717,208995
13718,1321620
13719,254706
13720,622806
13721,1212223
13722,15256
13723,1848923
13724,1306772
13725,1293318
13726,1287809
13727,586328
13728,37211
13729,1053537
13730,1097790
13731,337782
13732,113600
13733,132423
13734,843183
13735,1483038
13736,709960
13737,1211595
13738,568983
13739,602815
13740,1087481
13741,1494104
13742,1262463
13743,1306300
13744,1410414
13745,1249539
13746,1299748
13747,995621
13748,1171787
13749,1506888
13750,1809605
13751,907094
13752,1160734
13753,795115
13754,1072307
13755,649346
13756,83990
13757,1559611
13758,537422
13759,218731
13760,1286627
13761,190363
13762,1706
13763,1285127
13764,1521554
13765,174750
13766,70520
13767,451406
13768,1744534
13769,352272
13770,962086
13771,1090210
13772,138087
13773,125394
13774,1535559
13775,907576
13776,1707425
13777,84659
13778,999484
13779,1533842
13780,1307867
13781,1182473
13782,1504718
13783,677483
13784,194512
13785,219123
13786,1839710
13787,526733
13788,224503
13789,692748
13790,193424
13791,442925
13792,130371
13793,1018817
13794,365745
13795,921352
13796,1703476
13797,68960
13798,592980
13799,261351
13800,1160548
13801,921309
13802,1299722
13803,903648
13804,1359711
13805,1299513
13806,29763
13807,1698844
13808,1363810
13809,1148238
13810,144768
13811,191598
13812,222186
13813,964574
13814,224136
13815,927280
13816,102034
13817,1303403
13818,847574
13819,1085282
13820,507753
13821,1707687
13822,338790
13823,1711607
13824,1290522
13825,1189115
13826,1171545
13827,43148
13828,137839
13829,997852
13830,1750958
13831,962183
13832,244380
13833,1835981
13834,1311941
13835,827346
13836,1692393
13837,1363594
13838,1290805
13839,1431195
13840,1161492
13841,1699281
13842,100527
13843,1692173
13844,334662
13845,1945
13846,308832
13847,220602
13848,664742
13849,1079562
13850,346065
13851,1704018
13852,593941
13853,1806568
13854,448131
13855,1308248
13856,836972
13857,491433
13858,113060
13859,463152
13860,1833892
13861,833519
13862,463203
13863,176136
13864,1155356
13865,1440260
13866,836895
13867,594102
13868,1183489
13869,1534586
13870,2256
13871,907148
13872,190364
13873,1159581
13874,1297246
13875,1430749
13876,389063
13877,285364
13878,158753
13879,917593
13880,195694
13881,395248
13882,1303929
13883,836922
13884,326316
13885,85640
13886,1714048
13887,417673
13888,1361874
13889,752171
13890,43144
13891,20083
13892,157086
13893,650285
13894,923684
13895,1167801
13896,1431092
13897,1023067
13898,752362
13899,513587
13900,757398
13901,1431247
13902,60040
13903,1422798
13904,591288
13905,7162
13906,12724
13907,1310194
13908,1508653
13909,568454
13910,462889
13911,1696682
13912,550798
13913,701906
13914,154475
13915,489000
13916,144475
13917,463515
13918,1181409
13919,1700386
13920,219764
13921,999266
13922,1371112
13923,1283499
13924,1597847
13925,1507892
13926,246678
13927,1310177
13928,915054
13929,693541
13930,614629
13931,329180
13932,289851
13933,41566
13934,384271
13935,1028612
13936,1836684
13937,913005
13938,85923
13939,477105
13940,1752006
13941,124810
13942,553594
13943,1083582
13944,1292668
13945,922175
13946,31062
13947,328692
13948,1693481
13949,1508920
13950,441795
13951,995437
13952,705083
13953,287497
13954,195153
13955,993261
13956,70584
13957,189168
13958,793589
13959,677148
13960,1702645
13961,223001
13962,474127
13963,455490
13964,835937
13965,44927
13966,221345
13967,20351
13968,2316
13969,474550
13970,551706
13971,59816
13972,1305849
13973,1479129
13974,831046
13975,718425
13976,56205
13977,835688
13978,373373
13979,648342
13980,1521736
13981,567577
13982,1087195
13983,490212
13984,1365716
13985,994331
13986,112549
13987,1309661
13988,1601561
13989,1833373
13990,1639286
13991,431593
13992,83842
13993,1082426
13994,568687
13995,828963
13996,1298209
13997,1298787
13998,676599
13999,455186
14000,1810679
14001,1298273
14002,394686
14003,1174412
14004,591033
14005,463937
14006,227081
14007,1522469
14008,1181350
14009,275421
14010,451687
14011,1425557
14012,1181268
14013,677633
14014,1639441
14015,1560933
14016,189512
14017,508081
14018,146129
14019,1306571
14020,688003
14021,1298673
14022,1564283
14023,1482819
14024,1364397
14025,846160
14026,100718
14027,1704383
14028,1707171
14029,499058
14030,1426133
14031,1169217
14032,1178581
14033,1293812
14034,402097
14035,992980
14036,134034
14037,1282226
14038,1699886
14039,838288
14040,696779
14041,1286861
14042,351957
14043,1424050
14044,566953
14045,1521940
14046,750697
14047,1563572
14048,917478
14049,632111
14050,366051
14051,12741
14052,20377
14053,50708
14054,1282087
14055,846734
14056,175032
14057,830369
14058,104947
14059,790759
14060,1022184
14061,221778
14062,1372758
14063,1779261
14064,355421
14065,919735
14066,1078253
14067,191569
14068,334801
14069,1297739
14070,134593
14071,225270
14072,1072479
14073,226582
14074,1150428
14075,1289852
14076,1627024
14077,1150692
14078,1281948
14079,1832845
14080,228634
14081,50971
14082,592529
14083,1523195
14084,551800
14085,1508057
14086,157002
14087,904398
14088,1710345
14089,158459
14090,1479270
14091,1563750
14092,394398
14093,1088705
14094,244021
14095,404834
14096,1304844
14097,1712935
14098,1169557
14099,723135
14100,266700
14101,652429
14102,112214
14103,961257
14104,1437678
14105,1537078
14106,1298984
14107,352412
14108,387033
14109,1367789
14110,390829
14111,1162816
14112,566239
14113,1076556
14114,1187642
14115,1438499
14116,1537763
14117,1602728
14118,431906
14119,155278
14120,755358
14121,1642230
14122,1151055
14123,748837
14124,223671
14125,833834
14126,1479277
14127,400656
14128,500122
14129,290094
14130,104357
14131,1367600
14132,1367567
14133,1184575
14134,846476
14135,367262
14136,227223
14137,904269
14138,1184682
14139,225310
14140,747251
14141,1169449
14142,638041
14143,85011
14144,1426905
14145,795125
14146,1538657
14147,234584
14148,643205
14149,1903932
14150,714908
14151,169866
14152,133488
14153,889575
14154,1390380
14155,1410080
14156,178417
14157,1212710
14158,1545256
14159,139737
14160,9139
14161,1115814
14162,574188
14163,1822661
14164,184608
14165,531858
14166,1248779
14167,867468
14168,1400347
14169,427960
14170,151348
14171,1382929
14172,984963
14173,301274
14174,93042
14175,1039259
14176,1002673
14177,1335556
14178,276981
14179,381708
14180,1382355
14181,184788
14182,858342
14183,466254
14184,7929
14185,319830
14186,18527
14187,1348764
14188,878640
14189,354659
14190,1097835
14191,425278
14192,319842
14193,606092
14194,1472416
14195,673607
14196,937580
14197,445502
14198,699941
14199,241916
14200,1248067
14201,1787615
14202,1212996
14203,1660260
14204,917
14205,1574377
14206,1383770
14207,131958
14208,1849777
14209,574572
14210,691800
14211,1619148
14212,437874
14213,859885
14214,1500615
14215,888249
14216,1463081
14217,1490157
14218,272051
14219,397594
14220,1678163
14221,23420
14222,735239
14223,1260534
14224,1497890
14225,939240
14226,1618936
14227,250941
14228,1678102
14229,296138
14230,1040174
14231,683094
14232,234105
14233,645014
14234,1545293
14235,35193
14236,699861
14237,1039630
14238,858961
14239,1619556
14240,375076
14241,63778
14242,1383206
14243,1039832
14244,1214021
14245,1348114
14246,388447
14247,293843
14248,437922
14249,657862
14250,1607258
14251,707855
14252,655817
14253,511514
14254,1061842
14255,941
14256,1515632
14257,162807
14258,1410795
14259,619639
14260,33353
14261,1064700
14262,1621354
14263,1321539
14264,1682408
14265,1064650
14266,364271
14267,126564
14268,1867228
14269,1321821
14270,1064566
14271,1043861
14272,501240
14273,214441
14274,548306
14275,57475
14276,1650693
14277,46744
14278,444221
14279,812060
14280,301753
14281,725425
14282,482692
14283,139532
14284,457297
14285,17637
14286,1206940
14287,1266370
14288,1134178
14289,411228
14290,952006
14291,1320780
14292,527943
14293,606353
14294,811953
14295,1590284
14296,253068
14297,141516
14298,1453692
14299,628071
14300,1104865
14301,185493
14302,541083
14303,777971
14304,1065099
14305,78366
14306,1380246
14307,139494
14308,554899
14309,1133905
14310,1682859
14311,26931
14312,935512
14313,1322106
14314,1620976
14315,890428
14316,58649
14317,555238
14318,233423
14319,1323267
